site1,site2,geodist,Ed,sor
AK03_C1_13,AR01_C1_01,NA,NA,NA
AK03_C1_13,AR01_C1_02,NA,NA,NA
AK03_C1_13,AR01_C1_05,NA,NA,NA
AK03_C1_13,AR01_C1_09,NA,NA,NA
AK03_C1_13,AR01_C1_13,NA,NA,NA
AK03_C1_13,AR01_C1_17,NA,NA,NA
AK03_C1_13,AR01_C1_18,NA,NA,NA
AK03_C1_13,AR01_C1_19,NA,NA,NA
AK03_C1_13,AR01_C1_22,NA,NA,NA
AK03_C1_13,AR01_C1_ew,NA,NA,NA
AK03_C1_13,COM01_C1_01,NA,NA,NA
AK03_C1_13,COM01_C1_02,NA,NA,NA
AK03_C1_13,COM01_C1_04,NA,NA,NA
AK03_C1_13,COM01_C1_05,NA,NA,NA
AK03_C1_13,COM01_C1_08,NA,NA,NA
AK03_C1_13,COM01_C1_11,NA,NA,NA
AK03_C1_13,COM01_C1_14,NA,NA,NA
AK03_C1_13,COM01_C1_15,NA,NA,NA
AK03_C1_13,COM01_C1_17,NA,NA,NA
AK03_C1_13,COM01_C1_18,NA,NA,NA
AK03_C1_13,COM01_ew1,NA,NA,NA
AK03_C1_13,DSZ01_C1_01,NA,NA,NA
AK03_C1_13,DSZ01_C1_02,NA,NA,NA
AK03_C1_13,DSZ01_C1_03,NA,NA,NA
AK03_C1_13,DSZ01_C1_06,NA,NA,NA
AK03_C1_13,DSZ01_C1_08,NA,NA,NA
AK03_C1_13,DSZ01_C1_10,NA,NA,NA
AK03_C1_13,GG01_C1_0,NA,NA,NA
AK03_C1_13,GG01_C1_02,NA,NA,NA
AK03_C1_13,GG01_C1_06,NA,NA,NA
AK03_C1_13,GG01_C1_13,NA,NA,NA
AK03_C1_13,GG01_C1_19,NA,NA,NA
AK03_C1_13,GJ01_C1_01,NA,NA,NA
AK03_C1_13,GJ01_C1_05,NA,NA,NA
AK03_C1_13,GJ01_C1_11,NA,NA,NA
AK03_C1_13,GJ01_C1_15,NA,NA,NA
AK03_C1_13,GJ01_C1_17,NA,NA,NA
AK03_C1_13,GJ01_C1_18,NA,NA,NA
AK03_C1_13,GJ01_C1_ew01,NA,NA,NA
AK03_C1_13,LGH03_C4_01,NA,NA,NA
AK03_C1_13,LGH03_C4_02,NA,NA,NA
AK03_C1_13,LGH03_C4_03,NA,NA,NA
AK03_C1_13,LGH03_C4_04,NA,NA,NA
AK03_C1_13,LGH03_C4_06,NA,NA,NA
AK03_C1_13,LGH03_C4_10,NA,NA,NA
AK03_C1_13,LGH03_C4_14,NA,NA,NA
AK03_C1_13,LGH03_C4_18,NA,NA,NA
AK03_C1_13,LGH03_C4_30,NA,NA,NA
AK03_C1_13,LGH03_C4_34,NA,NA,NA
AK03_C1_13,LGH03_C4_40,NA,NA,NA
AK03_C1_13,PA01_C1_01,NA,NA,NA
AK03_C1_13,PA01_C1_05,NA,NA,NA
AK03_C1_13,PA01_C1_09,NA,NA,NA
AK03_C1_13,PA01_C1_12,NA,NA,NA
AK03_C1_13,PA01_C1_13,NA,NA,NA
AK03_C1_13,PA01_C1_15,NA,NA,NA
AK03_C1_13,PA01_C1_16,NA,NA,NA
AK03_C1_13,PA01_C1_18,NA,NA,NA
AK03_C1_13,PA02_C1_01,NA,NA,NA
AK03_C1_13,PA02_C1_04,NA,NA,NA
AK03_C1_13,PA02_C1_07,NA,NA,NA
AK03_C1_13,PA02_C1_11,NA,NA,NA
AK03_C1_13,PA02_C1_14,NA,NA,NA
AK03_C1_13,PA02_C1_16,NA,NA,NA
AK03_C1_13,QK01_C1_01,NA,NA,NA
AK03_C1_13,QK01_C1_04,NA,NA,NA
AK03_C1_13,QK01_C1_08,NA,NA,NA
AK03_C1_13,QK01_C1_12,NA,NA,NA
AK03_C1_13,QK01_C1_13,NA,NA,NA
AK03_C1_13,QK01_C1_14,NA,NA,NA
AK03_C1_13,SH01_C2_04,NA,NA,NA
AK03_C1_13,SH01_C2_07,NA,NA,NA
AK03_C1_13,SH01_C2_12,NA,NA,NA
AK03_C1_13,SH01_C2_17,NA,NA,NA
AK03_C1_13,SH01_C2_19,NA,NA,NA
AK03_C1_13,SH01_ew01,NA,NA,NA
AK03_C1_13,SI02_C1_02,NA,NA,NA
AK03_C1_13,SI02_C1_05,NA,NA,NA
AK03_C1_13,SI02_C1_08,NA,NA,NA
AK03_C1_13,SI02_C1_12,NA,NA,NA
AK03_C1_13,SI02_C1_19,NA,NA,NA
AK03_C1_13,SI02_C1_23,NA,NA,NA
AK03_C1_13,SI02_C1_ew01,NA,NA,NA
AK03_C1_13,SM22_C1_01,NA,NA,NA
AK03_C1_13,SM22_C1_06,NA,NA,NA
AK03_C1_13,SM22_C1_09,NA,NA,NA
AK03_C1_13,SM22_C1_14,NA,NA,NA
AK03_C1_13,SM22_C1_16,NA,NA,NA
AK03_C1_13,SM22_C1_ew,NA,NA,NA
AK03_C1_13,SYNH02_C11_01,NA,NA,NA
AK03_C1_13,SYNH02_C11_02,NA,NA,NA
AK03_C1_13,SYNH02_C11_03,NA,NA,NA
AK03_C1_13,SYNH02_C11_04,NA,NA,NA
AK03_C1_13,SYNH02_C11_05,NA,NA,NA
AK03_C1_13,SYNH02_C11_06,NA,NA,NA
AK03_C1_13,SYNH02_C11_07,NA,NA,NA
AK03_C1_13,SYNH02_C11_08,NA,NA,NA
AK03_C1_13,SYNH02_C11_09,NA,NA,NA
AK03_C1_13,SYNH02_C11_10,NA,NA,NA
AK03_C1_13,SYNH02_C16_01,NA,NA,NA
AK03_C1_13,SYNH02_C4_01,NA,NA,NA
AK03_C1_13,SYNH02_C4_03,NA,NA,NA
AK03_C1_13,SYNH02_C4_05,NA,NA,NA
AK03_C1_13,SYNH02_C4_06,NA,NA,NA
AK03_C1_13,SYNH02_C4_07,NA,NA,NA
AK03_C1_13,SYNH02_C4_08,NA,NA,NA
AK03_C1_13,SYNH02_C4_09,NA,NA,NA
AK03_C1_13,SYNH02_C4_10,NA,NA,NA
AK03_C1_13,SYNH02_C4_14,NA,NA,NA
AK03_C1_13,SYNH02_C4_18,NA,NA,NA
AK03_C1_13,SYNH02_C4_22,NA,NA,NA
AK03_C1_13,SYNH02_ew,NA,NA,NA
AK03_C1_13,TA01_C1_01,NA,NA,NA
AK03_C1_13,TA01_C1_04,NA,NA,NA
AK03_C1_13,TA01_C1_11,NA,NA,NA
AK03_C1_13,TA01_C1_15,NA,NA,NA
AK03_C1_13,TA01_C1_ew,NA,NA,NA
AK03_C1_13,TA03_C1_ew,NA,NA,NA
AK03_C1_16,AK03_C1_19,7.50E-05,0.875592284,0.354890479
AK03_C1_16,AK03_C1_ew,9.75E-05,0.883917325,0.340688063
AK03_C1_16,AR01_C1_01,NA,NA,NA
AK03_C1_16,AR01_C1_02,NA,NA,NA
AK03_C1_16,AR01_C1_05,NA,NA,NA
AK03_C1_16,AR01_C1_09,NA,NA,NA
AK03_C1_16,AR01_C1_13,NA,NA,NA
AK03_C1_16,AR01_C1_17,NA,NA,NA
AK03_C1_16,AR01_C1_18,NA,NA,NA
AK03_C1_16,AR01_C1_19,NA,NA,NA
AK03_C1_16,AR01_C1_22,NA,NA,NA
AK03_C1_16,AR01_C1_ew,NA,NA,NA
AK03_C1_16,COM01_C1_01,NA,NA,NA
AK03_C1_16,COM01_C1_02,NA,NA,NA
AK03_C1_16,COM01_C1_04,NA,NA,NA
AK03_C1_16,COM01_C1_05,NA,NA,NA
AK03_C1_16,COM01_C1_08,NA,NA,NA
AK03_C1_16,COM01_C1_11,NA,NA,NA
AK03_C1_16,COM01_C1_14,NA,NA,NA
AK03_C1_16,COM01_C1_15,NA,NA,NA
AK03_C1_16,COM01_C1_17,NA,NA,NA
AK03_C1_16,COM01_C1_18,NA,NA,NA
AK03_C1_16,COM01_ew1,NA,NA,NA
AK03_C1_16,DSZ01_C1_01,NA,NA,NA
AK03_C1_16,DSZ01_C1_02,NA,NA,NA
AK03_C1_16,DSZ01_C1_03,NA,NA,NA
AK03_C1_16,DSZ01_C1_06,NA,NA,NA
AK03_C1_16,DSZ01_C1_08,NA,NA,NA
AK03_C1_16,DSZ01_C1_10,NA,NA,NA
AK03_C1_16,GG01_C1_0,NA,NA,NA
AK03_C1_16,GG01_C1_02,NA,NA,NA
AK03_C1_16,GG01_C1_06,NA,NA,NA
AK03_C1_16,GG01_C1_13,NA,NA,NA
AK03_C1_16,GG01_C1_19,NA,NA,NA
AK03_C1_16,GJ01_C1_01,NA,NA,NA
AK03_C1_16,GJ01_C1_05,NA,NA,NA
AK03_C1_16,GJ01_C1_11,NA,NA,NA
AK03_C1_16,GJ01_C1_15,NA,NA,NA
AK03_C1_16,GJ01_C1_17,NA,NA,NA
AK03_C1_16,GJ01_C1_18,NA,NA,NA
AK03_C1_16,GJ01_C1_ew01,NA,NA,NA
AK03_C1_16,LGH03_C4_01,NA,NA,NA
AK03_C1_16,LGH03_C4_02,NA,NA,NA
AK03_C1_16,LGH03_C4_03,NA,NA,NA
AK03_C1_16,LGH03_C4_04,NA,NA,NA
AK03_C1_16,LGH03_C4_06,NA,NA,NA
AK03_C1_16,LGH03_C4_10,NA,NA,NA
AK03_C1_16,LGH03_C4_14,NA,NA,NA
AK03_C1_16,LGH03_C4_18,NA,NA,NA
AK03_C1_16,LGH03_C4_30,NA,NA,NA
AK03_C1_16,LGH03_C4_34,NA,NA,NA
AK03_C1_16,LGH03_C4_40,NA,NA,NA
AK03_C1_16,PA01_C1_01,NA,NA,NA
AK03_C1_16,PA01_C1_05,NA,NA,NA
AK03_C1_16,PA01_C1_09,NA,NA,NA
AK03_C1_16,PA01_C1_12,NA,NA,NA
AK03_C1_16,PA01_C1_13,NA,NA,NA
AK03_C1_16,PA01_C1_15,NA,NA,NA
AK03_C1_16,PA01_C1_16,NA,NA,NA
AK03_C1_16,PA01_C1_18,NA,NA,NA
AK03_C1_16,PA02_C1_01,NA,NA,NA
AK03_C1_16,PA02_C1_04,NA,NA,NA
AK03_C1_16,PA02_C1_07,NA,NA,NA
AK03_C1_16,PA02_C1_11,NA,NA,NA
AK03_C1_16,PA02_C1_14,NA,NA,NA
AK03_C1_16,PA02_C1_16,NA,NA,NA
AK03_C1_16,QK01_C1_01,NA,NA,NA
AK03_C1_16,QK01_C1_04,NA,NA,NA
AK03_C1_16,QK01_C1_08,NA,NA,NA
AK03_C1_16,QK01_C1_12,NA,NA,NA
AK03_C1_16,QK01_C1_13,NA,NA,NA
AK03_C1_16,QK01_C1_14,NA,NA,NA
AK03_C1_16,SH01_C2_04,NA,NA,NA
AK03_C1_16,SH01_C2_07,NA,NA,NA
AK03_C1_16,SH01_C2_12,NA,NA,NA
AK03_C1_16,SH01_C2_17,NA,NA,NA
AK03_C1_16,SH01_C2_19,NA,NA,NA
AK03_C1_16,SH01_ew01,NA,NA,NA
AK03_C1_16,SI02_C1_02,NA,NA,NA
AK03_C1_16,SI02_C1_05,NA,NA,NA
AK03_C1_16,SI02_C1_08,NA,NA,NA
AK03_C1_16,SI02_C1_12,NA,NA,NA
AK03_C1_16,SI02_C1_19,NA,NA,NA
AK03_C1_16,SI02_C1_23,NA,NA,NA
AK03_C1_16,SI02_C1_ew01,NA,NA,NA
AK03_C1_16,SM22_C1_01,NA,NA,NA
AK03_C1_16,SM22_C1_06,NA,NA,NA
AK03_C1_16,SM22_C1_09,NA,NA,NA
AK03_C1_16,SM22_C1_14,NA,NA,NA
AK03_C1_16,SM22_C1_16,NA,NA,NA
AK03_C1_16,SM22_C1_ew,NA,NA,NA
AK03_C1_16,SYNH02_C11_01,NA,NA,NA
AK03_C1_16,SYNH02_C11_02,NA,NA,NA
AK03_C1_16,SYNH02_C11_03,NA,NA,NA
AK03_C1_16,SYNH02_C11_04,NA,NA,NA
AK03_C1_16,SYNH02_C11_05,NA,NA,NA
AK03_C1_16,SYNH02_C11_06,NA,NA,NA
AK03_C1_16,SYNH02_C11_07,NA,NA,NA
AK03_C1_16,SYNH02_C11_08,NA,NA,NA
AK03_C1_16,SYNH02_C11_09,NA,NA,NA
AK03_C1_16,SYNH02_C11_10,NA,NA,NA
AK03_C1_16,SYNH02_C16_01,NA,NA,NA
AK03_C1_16,SYNH02_C4_01,NA,NA,NA
AK03_C1_16,SYNH02_C4_03,NA,NA,NA
AK03_C1_16,SYNH02_C4_05,NA,NA,NA
AK03_C1_16,SYNH02_C4_06,NA,NA,NA
AK03_C1_16,SYNH02_C4_07,NA,NA,NA
AK03_C1_16,SYNH02_C4_08,NA,NA,NA
AK03_C1_16,SYNH02_C4_09,NA,NA,NA
AK03_C1_16,SYNH02_C4_10,NA,NA,NA
AK03_C1_16,SYNH02_C4_14,NA,NA,NA
AK03_C1_16,SYNH02_C4_18,NA,NA,NA
AK03_C1_16,SYNH02_C4_22,NA,NA,NA
AK03_C1_16,SYNH02_ew,NA,NA,NA
AK03_C1_16,TA01_C1_01,NA,NA,NA
AK03_C1_16,TA01_C1_04,NA,NA,NA
AK03_C1_16,TA01_C1_11,NA,NA,NA
AK03_C1_16,TA01_C1_15,NA,NA,NA
AK03_C1_16,TA01_C1_ew,NA,NA,NA
AK03_C1_16,TA03_C1_ew,NA,NA,NA
AK03_C1_19,AK03_C1_ew,2.25E-05,0.961005069,0.345748855
AK03_C1_19,AR01_C1_01,NA,NA,NA
AK03_C1_19,AR01_C1_02,NA,NA,NA
AK03_C1_19,AR01_C1_05,NA,NA,NA
AK03_C1_19,AR01_C1_09,NA,NA,NA
AK03_C1_19,AR01_C1_13,NA,NA,NA
AK03_C1_19,AR01_C1_17,NA,NA,NA
AK03_C1_19,AR01_C1_18,NA,NA,NA
AK03_C1_19,AR01_C1_19,NA,NA,NA
AK03_C1_19,AR01_C1_22,NA,NA,NA
AK03_C1_19,AR01_C1_ew,NA,NA,NA
AK03_C1_19,COM01_C1_01,NA,NA,NA
AK03_C1_19,COM01_C1_02,NA,NA,NA
AK03_C1_19,COM01_C1_04,NA,NA,NA
AK03_C1_19,COM01_C1_05,NA,NA,NA
AK03_C1_19,COM01_C1_08,NA,NA,NA
AK03_C1_19,COM01_C1_11,NA,NA,NA
AK03_C1_19,COM01_C1_14,NA,NA,NA
AK03_C1_19,COM01_C1_15,NA,NA,NA
AK03_C1_19,COM01_C1_17,NA,NA,NA
AK03_C1_19,COM01_C1_18,NA,NA,NA
AK03_C1_19,COM01_ew1,NA,NA,NA
AK03_C1_19,DSZ01_C1_01,NA,NA,NA
AK03_C1_19,DSZ01_C1_02,NA,NA,NA
AK03_C1_19,DSZ01_C1_03,NA,NA,NA
AK03_C1_19,DSZ01_C1_06,NA,NA,NA
AK03_C1_19,DSZ01_C1_08,NA,NA,NA
AK03_C1_19,DSZ01_C1_10,NA,NA,NA
AK03_C1_19,GG01_C1_0,NA,NA,NA
AK03_C1_19,GG01_C1_02,NA,NA,NA
AK03_C1_19,GG01_C1_06,NA,NA,NA
AK03_C1_19,GG01_C1_13,NA,NA,NA
AK03_C1_19,GG01_C1_19,NA,NA,NA
AK03_C1_19,GJ01_C1_01,NA,NA,NA
AK03_C1_19,GJ01_C1_05,NA,NA,NA
AK03_C1_19,GJ01_C1_11,NA,NA,NA
AK03_C1_19,GJ01_C1_15,NA,NA,NA
AK03_C1_19,GJ01_C1_17,NA,NA,NA
AK03_C1_19,GJ01_C1_18,NA,NA,NA
AK03_C1_19,GJ01_C1_ew01,NA,NA,NA
AK03_C1_19,LGH03_C4_01,NA,NA,NA
AK03_C1_19,LGH03_C4_02,NA,NA,NA
AK03_C1_19,LGH03_C4_03,NA,NA,NA
AK03_C1_19,LGH03_C4_04,NA,NA,NA
AK03_C1_19,LGH03_C4_06,NA,NA,NA
AK03_C1_19,LGH03_C4_10,NA,NA,NA
AK03_C1_19,LGH03_C4_14,NA,NA,NA
AK03_C1_19,LGH03_C4_18,NA,NA,NA
AK03_C1_19,LGH03_C4_30,NA,NA,NA
AK03_C1_19,LGH03_C4_34,NA,NA,NA
AK03_C1_19,LGH03_C4_40,NA,NA,NA
AK03_C1_19,PA01_C1_01,NA,NA,NA
AK03_C1_19,PA01_C1_05,NA,NA,NA
AK03_C1_19,PA01_C1_09,NA,NA,NA
AK03_C1_19,PA01_C1_12,NA,NA,NA
AK03_C1_19,PA01_C1_13,NA,NA,NA
AK03_C1_19,PA01_C1_15,NA,NA,NA
AK03_C1_19,PA01_C1_16,NA,NA,NA
AK03_C1_19,PA01_C1_18,NA,NA,NA
AK03_C1_19,PA02_C1_01,NA,NA,NA
AK03_C1_19,PA02_C1_04,NA,NA,NA
AK03_C1_19,PA02_C1_07,NA,NA,NA
AK03_C1_19,PA02_C1_11,NA,NA,NA
AK03_C1_19,PA02_C1_14,NA,NA,NA
AK03_C1_19,PA02_C1_16,NA,NA,NA
AK03_C1_19,QK01_C1_01,NA,NA,NA
AK03_C1_19,QK01_C1_04,NA,NA,NA
AK03_C1_19,QK01_C1_08,NA,NA,NA
AK03_C1_19,QK01_C1_12,NA,NA,NA
AK03_C1_19,QK01_C1_13,NA,NA,NA
AK03_C1_19,QK01_C1_14,NA,NA,NA
AK03_C1_19,SH01_C2_04,NA,NA,NA
AK03_C1_19,SH01_C2_07,NA,NA,NA
AK03_C1_19,SH01_C2_12,NA,NA,NA
AK03_C1_19,SH01_C2_17,NA,NA,NA
AK03_C1_19,SH01_C2_19,NA,NA,NA
AK03_C1_19,SH01_ew01,NA,NA,NA
AK03_C1_19,SI02_C1_02,NA,NA,NA
AK03_C1_19,SI02_C1_05,NA,NA,NA
AK03_C1_19,SI02_C1_08,NA,NA,NA
AK03_C1_19,SI02_C1_12,NA,NA,NA
AK03_C1_19,SI02_C1_19,NA,NA,NA
AK03_C1_19,SI02_C1_23,NA,NA,NA
AK03_C1_19,SI02_C1_ew01,NA,NA,NA
AK03_C1_19,SM22_C1_01,NA,NA,NA
AK03_C1_19,SM22_C1_06,NA,NA,NA
AK03_C1_19,SM22_C1_09,NA,NA,NA
AK03_C1_19,SM22_C1_14,NA,NA,NA
AK03_C1_19,SM22_C1_16,NA,NA,NA
AK03_C1_19,SM22_C1_ew,NA,NA,NA
AK03_C1_19,SYNH02_C11_01,NA,NA,NA
AK03_C1_19,SYNH02_C11_02,NA,NA,NA
AK03_C1_19,SYNH02_C11_03,NA,NA,NA
AK03_C1_19,SYNH02_C11_04,NA,NA,NA
AK03_C1_19,SYNH02_C11_05,NA,NA,NA
AK03_C1_19,SYNH02_C11_06,NA,NA,NA
AK03_C1_19,SYNH02_C11_07,NA,NA,NA
AK03_C1_19,SYNH02_C11_08,NA,NA,NA
AK03_C1_19,SYNH02_C11_09,NA,NA,NA
AK03_C1_19,SYNH02_C11_10,NA,NA,NA
AK03_C1_19,SYNH02_C16_01,NA,NA,NA
AK03_C1_19,SYNH02_C4_01,NA,NA,NA
AK03_C1_19,SYNH02_C4_03,NA,NA,NA
AK03_C1_19,SYNH02_C4_05,NA,NA,NA
AK03_C1_19,SYNH02_C4_06,NA,NA,NA
AK03_C1_19,SYNH02_C4_07,NA,NA,NA
AK03_C1_19,SYNH02_C4_08,NA,NA,NA
AK03_C1_19,SYNH02_C4_09,NA,NA,NA
AK03_C1_19,SYNH02_C4_10,NA,NA,NA
AK03_C1_19,SYNH02_C4_14,NA,NA,NA
AK03_C1_19,SYNH02_C4_18,NA,NA,NA
AK03_C1_19,SYNH02_C4_22,NA,NA,NA
AK03_C1_19,SYNH02_ew,NA,NA,NA
AK03_C1_19,TA01_C1_01,NA,NA,NA
AK03_C1_19,TA01_C1_04,NA,NA,NA
AK03_C1_19,TA01_C1_11,NA,NA,NA
AK03_C1_19,TA01_C1_15,NA,NA,NA
AK03_C1_19,TA01_C1_ew,NA,NA,NA
AK03_C1_19,TA03_C1_ew,NA,NA,NA
AK03_C1_ew,AR01_C1_01,NA,NA,NA
AK03_C1_ew,AR01_C1_02,NA,NA,NA
AK03_C1_ew,AR01_C1_05,NA,NA,NA
AK03_C1_ew,AR01_C1_09,NA,NA,NA
AK03_C1_ew,AR01_C1_13,NA,NA,NA
AK03_C1_ew,AR01_C1_17,NA,NA,NA
AK03_C1_ew,AR01_C1_18,NA,NA,NA
AK03_C1_ew,AR01_C1_19,NA,NA,NA
AK03_C1_ew,AR01_C1_22,NA,NA,NA
AK03_C1_ew,AR01_C1_ew,NA,NA,NA
AK03_C1_ew,COM01_C1_01,NA,NA,NA
AK03_C1_ew,COM01_C1_02,NA,NA,NA
AK03_C1_ew,COM01_C1_04,NA,NA,NA
AK03_C1_ew,COM01_C1_05,NA,NA,NA
AK03_C1_ew,COM01_C1_08,NA,NA,NA
AK03_C1_ew,COM01_C1_11,NA,NA,NA
AK03_C1_ew,COM01_C1_14,NA,NA,NA
AK03_C1_ew,COM01_C1_15,NA,NA,NA
AK03_C1_ew,COM01_C1_17,NA,NA,NA
AK03_C1_ew,COM01_C1_18,NA,NA,NA
AK03_C1_ew,COM01_ew1,NA,NA,NA
AK03_C1_ew,DSZ01_C1_01,NA,NA,NA
AK03_C1_ew,DSZ01_C1_02,NA,NA,NA
AK03_C1_ew,DSZ01_C1_03,NA,NA,NA
AK03_C1_ew,DSZ01_C1_06,NA,NA,NA
AK03_C1_ew,DSZ01_C1_08,NA,NA,NA
AK03_C1_ew,DSZ01_C1_10,NA,NA,NA
AK03_C1_ew,GG01_C1_0,NA,NA,NA
AK03_C1_ew,GG01_C1_02,NA,NA,NA
AK03_C1_ew,GG01_C1_06,NA,NA,NA
AK03_C1_ew,GG01_C1_13,NA,NA,NA
AK03_C1_ew,GG01_C1_19,NA,NA,NA
AK03_C1_ew,GJ01_C1_01,NA,NA,NA
AK03_C1_ew,GJ01_C1_05,NA,NA,NA
AK03_C1_ew,GJ01_C1_11,NA,NA,NA
AK03_C1_ew,GJ01_C1_15,NA,NA,NA
AK03_C1_ew,GJ01_C1_17,NA,NA,NA
AK03_C1_ew,GJ01_C1_18,NA,NA,NA
AK03_C1_ew,GJ01_C1_ew01,NA,NA,NA
AK03_C1_ew,LGH03_C4_01,NA,NA,NA
AK03_C1_ew,LGH03_C4_02,NA,NA,NA
AK03_C1_ew,LGH03_C4_03,NA,NA,NA
AK03_C1_ew,LGH03_C4_04,NA,NA,NA
AK03_C1_ew,LGH03_C4_06,NA,NA,NA
AK03_C1_ew,LGH03_C4_10,NA,NA,NA
AK03_C1_ew,LGH03_C4_14,NA,NA,NA
AK03_C1_ew,LGH03_C4_18,NA,NA,NA
AK03_C1_ew,LGH03_C4_30,NA,NA,NA
AK03_C1_ew,LGH03_C4_34,NA,NA,NA
AK03_C1_ew,LGH03_C4_40,NA,NA,NA
AK03_C1_ew,PA01_C1_01,NA,NA,NA
AK03_C1_ew,PA01_C1_05,NA,NA,NA
AK03_C1_ew,PA01_C1_09,NA,NA,NA
AK03_C1_ew,PA01_C1_12,NA,NA,NA
AK03_C1_ew,PA01_C1_13,NA,NA,NA
AK03_C1_ew,PA01_C1_15,NA,NA,NA
AK03_C1_ew,PA01_C1_16,NA,NA,NA
AK03_C1_ew,PA01_C1_18,NA,NA,NA
AK03_C1_ew,PA02_C1_01,NA,NA,NA
AK03_C1_ew,PA02_C1_04,NA,NA,NA
AK03_C1_ew,PA02_C1_07,NA,NA,NA
AK03_C1_ew,PA02_C1_11,NA,NA,NA
AK03_C1_ew,PA02_C1_14,NA,NA,NA
AK03_C1_ew,PA02_C1_16,NA,NA,NA
AK03_C1_ew,QK01_C1_01,NA,NA,NA
AK03_C1_ew,QK01_C1_04,NA,NA,NA
AK03_C1_ew,QK01_C1_08,NA,NA,NA
AK03_C1_ew,QK01_C1_12,NA,NA,NA
AK03_C1_ew,QK01_C1_13,NA,NA,NA
AK03_C1_ew,QK01_C1_14,NA,NA,NA
AK03_C1_ew,SH01_C2_04,NA,NA,NA
AK03_C1_ew,SH01_C2_07,NA,NA,NA
AK03_C1_ew,SH01_C2_12,NA,NA,NA
AK03_C1_ew,SH01_C2_17,NA,NA,NA
AK03_C1_ew,SH01_C2_19,NA,NA,NA
AK03_C1_ew,SH01_ew01,NA,NA,NA
AK03_C1_ew,SI02_C1_02,NA,NA,NA
AK03_C1_ew,SI02_C1_05,NA,NA,NA
AK03_C1_ew,SI02_C1_08,NA,NA,NA
AK03_C1_ew,SI02_C1_12,NA,NA,NA
AK03_C1_ew,SI02_C1_19,NA,NA,NA
AK03_C1_ew,SI02_C1_23,NA,NA,NA
AK03_C1_ew,SI02_C1_ew01,NA,NA,NA
AK03_C1_ew,SM22_C1_01,NA,NA,NA
AK03_C1_ew,SM22_C1_06,NA,NA,NA
AK03_C1_ew,SM22_C1_09,NA,NA,NA
AK03_C1_ew,SM22_C1_14,NA,NA,NA
AK03_C1_ew,SM22_C1_16,NA,NA,NA
AK03_C1_ew,SM22_C1_ew,NA,NA,NA
AK03_C1_ew,SYNH02_C11_01,NA,NA,NA
AK03_C1_ew,SYNH02_C11_02,NA,NA,NA
AK03_C1_ew,SYNH02_C11_03,NA,NA,NA
AK03_C1_ew,SYNH02_C11_04,NA,NA,NA
AK03_C1_ew,SYNH02_C11_05,NA,NA,NA
AK03_C1_ew,SYNH02_C11_06,NA,NA,NA
AK03_C1_ew,SYNH02_C11_07,NA,NA,NA
AK03_C1_ew,SYNH02_C11_08,NA,NA,NA
AK03_C1_ew,SYNH02_C11_09,NA,NA,NA
AK03_C1_ew,SYNH02_C11_10,NA,NA,NA
AK03_C1_ew,SYNH02_C16_01,NA,NA,NA
AK03_C1_ew,SYNH02_C4_01,NA,NA,NA
AK03_C1_ew,SYNH02_C4_03,NA,NA,NA
AK03_C1_ew,SYNH02_C4_05,NA,NA,NA
AK03_C1_ew,SYNH02_C4_06,NA,NA,NA
AK03_C1_ew,SYNH02_C4_07,NA,NA,NA
AK03_C1_ew,SYNH02_C4_08,NA,NA,NA
AK03_C1_ew,SYNH02_C4_09,NA,NA,NA
AK03_C1_ew,SYNH02_C4_10,NA,NA,NA
AK03_C1_ew,SYNH02_C4_14,NA,NA,NA
AK03_C1_ew,SYNH02_C4_18,NA,NA,NA
AK03_C1_ew,SYNH02_C4_22,NA,NA,NA
AK03_C1_ew,SYNH02_ew,NA,NA,NA
AK03_C1_ew,TA01_C1_01,NA,NA,NA
AK03_C1_ew,TA01_C1_04,NA,NA,NA
AK03_C1_ew,TA01_C1_11,NA,NA,NA
AK03_C1_ew,TA01_C1_15,NA,NA,NA
AK03_C1_ew,TA01_C1_ew,NA,NA,NA
AK03_C1_ew,TA03_C1_ew,NA,NA,NA
AR01_C1_01,AR01_C1_02,3.00E-05,0.995152295,0.432249976
AR01_C1_01,AR01_C1_05,0.00012,0.973251761,0.376308633
AR01_C1_01,AR01_C1_09,0.00024,0.980628203,0.330095006
AR01_C1_01,AR01_C1_13,0.00036,0.956371933,0.381678535
AR01_C1_01,AR01_C1_17,0.00048,0.963276067,0.307638122
AR01_C1_01,AR01_C1_18,0.00051,0.933967825,0.307636155
AR01_C1_01,AR01_C1_19,0.00054,0.932988337,0.28223039
AR01_C1_01,AR01_C1_22,0.00064,0.97064105,0.355712784
AR01_C1_01,AR01_C1_ew,0.000655,0.945221052,0.327424837
AR01_C1_01,COM01_C1_01,NA,NA,NA
AR01_C1_01,COM01_C1_02,NA,NA,NA
AR01_C1_01,COM01_C1_04,NA,NA,NA
AR01_C1_01,COM01_C1_05,NA,NA,NA
AR01_C1_01,COM01_C1_08,NA,NA,NA
AR01_C1_01,COM01_C1_11,NA,NA,NA
AR01_C1_01,COM01_C1_14,NA,NA,NA
AR01_C1_01,COM01_C1_15,NA,NA,NA
AR01_C1_01,COM01_C1_17,NA,NA,NA
AR01_C1_01,COM01_C1_18,NA,NA,NA
AR01_C1_01,COM01_ew1,NA,NA,NA
AR01_C1_01,DSZ01_C1_01,NA,NA,NA
AR01_C1_01,DSZ01_C1_02,NA,NA,NA
